customerId,customerName,employeeContactName,phoneNumber,address,addressLine2,city,state,zipcode,country
469,Brian Spencer,William Rivera,1-(406)578-3094,04242 Springs Point,Vahlen,Billings,Montana,59112,US
470,Donald Banks,Anthony Olson,1-(303)216-8130,8603 Old Shore Terrace,Pleasure,Denver,Colorado,80223,US
471,Timothy Hunt,Mary Dixon,1-(253)685-8734,58 Mcguire Avenue,Anthes,Tacoma,Washington,98424,US
472,Carolyn Day,Dorothy Peters,1-(202)264-8184,67 Redwing Trail,Forster,Washington,District of Columbia,20051,US
473,Marie Hicks,Helen Coleman,1-(915)822-4153,9 Evergreen Terrace,Sugar,El Paso,Texas,79989,US
474,Justin Foster,Amy Burke,1-(208)253-4213,86111 Hintze Center,Loeprich,Boise,Idaho,83705,US
475,Eric Griffin,Rose Lawrence,1-(716)535-9431,2 Fuller Pass,Butternut,Buffalo,New York,14263,US
476,Todd Franklin,Bruce Stephens,1-(727)647-5353,34904 Monica Parkway,Troy,Clearwater,Florida,33763,US
477,Steven Cruz,Victor Daniels,1-(501)377-8004,7 Garrison Drive,Nancy,Little Rock,Arkansas,72215,US
478,Carl Duncan,Jason Banks,1-(609)276-8838,19 Kedzie Street,Russell,Trenton,New Jersey,08650,US
479,Gregory Wood,Pamela Sanders,1-(719)368-7913,9773 Farwell Street,Westend,Colorado Springs,Colorado,80915,US
480,Alice James,Carl Reynolds,1-(215)934-0782,6 Cambridge Center,Esker,Philadelphia,Pennsylvania,19120,US
481,Christine Ortiz,Craig Ryan,1-(309)491-4558,2938 Division Circle,Messerschmidt,Peoria,Illinois,61651,US
482,Judy Mcdonald,Richard Bennett,1-(909)572-4213,84500 Arizona Crossing,Maywood,San Bernardino,California,92424,US
483,Diana Bell,Andrew Simpson,1-(520)388-6123,9441 Veith Parkway,Beilfuss,Tucson,Arizona,85732,US
484,Ann Ferguson,Gary Baker,1-(812)364-9999,62875 Bonner Parkway,Vermont,Bloomington,Indiana,47405,US
485,Frances Walker,Nancy Wheeler,1-(212)734-4334,19255 Oakridge Court,Forest Run,New York City,New York,10184,US
486,Alan Ross,Earl Snyder,1-(901)392-8841,6 Holmberg Alley,Roxbury,Memphis,Tennessee,38168,US
487,Kelly Gardner,Michael Gardner,1-(816)857-0850,51570 Logan Street,Forest Dale,Kansas City,Missouri,64153,US
488,Dorothy Weaver,Jacqueline Stanley,1-(203)260-7975,928 Miller Road,International,New Haven,Connecticut,06520,US
489,Kathleen Ruiz,Tina Edwards,1-(406)292-2286,9129 Fallview Lane,Hintze,Missoula,Montana,59806,US
490,Peter Morris,Martha Cook,1-(518)434-8905,9 Caliangt Plaza,Erie,Albany,New York,12222,US
491,Gregory Rogers,Kathleen Burns,1-(775)209-2415,5 Hoard Street,Rutledge,Carson City,Nevada,89706,US
492,Scott Kelly,Mark Gonzales,1-(806)143-5639,753 Warner Hill,Waywood,Amarillo,Texas,79105,US
493,Bruce Wells,Louis Ruiz,1-(520)884-5581,1906 Veith Parkway,High Crossing,Tucson,Arizona,85748,US
494,Sandra Reyes,Judith Dixon,1-(704)700-3971,485 Hovde Avenue,Onsgard,Winston Salem,North Carolina,27105,US
495,Billy Hart,Linda Murray,1-(432)889-7414,9830 Northwestern Point,Canary,Odessa,Texas,79764,US
496,Jack Austin,George Cox,1-(571)673-6555,25247 North Road,Sheridan,Alexandria,Virginia,22333,US
497,Joseph Lawson,Marilyn Alexander,1-(803)332-1663,42475 Clemons Circle,Northwestern,Columbia,South Carolina,29215,US
498,Anthony Tucker,Mark Owens,1-(205)796-9628,3729 Spohn Court,La Follette,Birmingham,Alabama,35263,US
499,Julie Cook,Jason Freeman,1-(203)922-5203,892 Di Loreto Court,Coolidge,Waterbury,Connecticut,06705,US
500,Henry Hill,Gloria Walker,1-(571)563-9211,54587 Dryden Parkway,Briar Crest,Falls Church,Virginia,22047,US
